Dependent Variables,5
Independent Variables,9
Fluxs,8
Kinetic Orders > 0,24

Lx[5][6-14],Y1(X6),Y2(X7),Y3(X8),Y4(X9),Y5(X10),Y6(X11),Y7(X12),Y8(X13),Y9(X14)
X1,  9.092884594911151e-01, -1.339764201500536e+00,  2.850532783771438e-01, -8.326672684688672e-17, -1.717799210599424e-02,  5.266965273814461e-04,  1.717799210599425e-02,  1.448957671048954e-01,  5.069278330438466e-17
X2,  1.300760455946400e+00,  8.326672684688674e-17, -9.319557383545414e-01,  2.220446049250313e-16,  4.354300747102430e-02, -1.520961106334032e-03, -4.354300747102430e-02, -3.672837564855247e-01, -1.351807554783591e-16
X3,  9.700470668321601e-01, -8.326672684688674e-17,  3.168668542939869e-01, -1.623640201331384e+00,  5.049229180978471e-02, -5.230854061668969e-04, -5.049229180978466e-02,  3.372493656114054e-01,  9.884721545705472e-01
X4,  1.299775298166973e+00, -1.201296007113939e-16,  4.299455313288715e-01,  1.523114635395298e-01, -1.779555903087369e+00, -1.157491253455539e-03, -9.661670479255553e-02, -4.702193901992188e-03, -9.272721900286579e-02
X5,  6.752610272426147e-01,  1.110223024625157e-16,  2.340188514240430e-01,  1.110223024625156e-16,  1.076202615928407e-01, -1.506708012873028e-03, -1.076202615928401e-01, -9.077731706537847e-01, -6.759037773917954e-17

Lv[8][6-14],Y1(X6),Y2(X7),Y3(X8),Y4(X9),Y5(X10),Y6(X11),Y7(X12),Y8(X13),Y9(X14)
v1,  6.951017491261638e-01, -1.951772077291025e-17,  2.184504250703044e-01, -5.204725539442731e-17, -1.020648095120809e-02,  3.565132833246969e-04,  1.020648095120809e-02,  8.609131252020696e-02,  3.168636908412736e-17
v2,  6.951017491261641e-01, -2.220446049250313e-16,  2.184504250703044e-01, -5.945244296867713e-17, -1.020648095120808e-02,  3.565132833246969e-04,  1.020648095120810e-02,  8.609131252020695e-02,  3.619464727933065e-17
v3,  6.857761308252615e-01,  1.718070130607431e-17,  2.257679613259312e-01,  1.187383524836605e-16, -1.054837222644291e-02, -5.192457097419841e-04,  1.054837222644271e-02,  8.897515355854946e-02, -7.228790899205255e-17
v4,  1.120045805801767e+01,  7.169848048604876e-16, -8.024791276249449e+00,  1.911959479627967e-15,  3.749357744307489e-01,  9.869034602016895e-01, -3.749357744307489e-01, -3.162570241969907e+00, -1.164000931197506e-15
v5,  6.857761308252615e-01, -3.676225990290050e-17,  2.257679613259314e-01,  2.220446049250313e-16,  4.517493274198996e-02, -5.192457097419839e-04, -4.517493274198987e-02,  8.897515355854953e-02, -1.110223024625157e-16
v6,  6.857761308252618e-01, -7.731844678393609e-17,  2.257679613259315e-01,  1.851629960469836e-16, -9.548250672580102e-01, -5.192457097419841e-04,  9.548250672580101e-01,  8.897515355854954e-02, -1.124052673162623e-16
v7,  6.857761308252618e-01, -7.731844678393609e-17,  2.257679613259315e-01,  1.851629960469836e-16,  4.517493274198980e-02, -5.192457097419841e-04, -4.517493274198989e-02,  8.897515355854954e-02, -1.193441612201695e-16
v8,  6.752610272426147e-01,  1.110223024625157e-16,  2.340188514240430e-01,  1.110223024625156e-16,  1.076202615928407e-01, -1.506708012873028e-03, -1.076202615928401e-01,  9.222682934621529e-02, -6.759037773917954e-17

Sxgamma[5][8],É¡1,É¡2,É¡3,É¡4,É¡5,É¡6,É¡7,É¡8
X1,  9.092884594911151e-01, -1.339764201500536e+00,  2.850532783771438e-01,  5.266965273814461e-04, -8.326672684688674e-17,  1.717799210599425e-02, -1.717799210599424e-02,  1.448957671048954e-01
X2,  1.300760455946400e+00,  8.326672684688674e-17, -9.319557383545414e-01, -1.520961106334032e-03,  2.220446049250313e-16, -4.354300747102430e-02,  4.354300747102430e-02, -3.672837564855247e-01
X3,  9.700470668321601e-01, -8.326672684688674e-17,  3.168668542939869e-01, -5.230854061668969e-04, -1.623640201331385e+00, -5.049229180978466e-02,  5.049229180978471e-02,  3.372493656114054e-01
X4,  1.299775298166973e+00, -1.201296007113939e-16,  4.299455313288715e-01, -1.157491253455539e-03,  1.523114635395298e-01, -9.661670479255553e-02, -1.779555903087369e+00, -4.702193901992188e-03
X5,  6.752610272426147e-01,  1.110223024625157e-16,  2.340188514240430e-01, -1.506708012873028e-03,  1.110223024625157e-16, -1.076202615928401e-01,  1.076202615928407e-01, -9.077731706537847e-01

Svgamma[8][8],É¡1,É¡2,É¡3,É¡4,É¡5,É¡6,É¡7,É¡8
v1,  6.951017491261638e-01, -1.951772077291025e-17,  2.184504250703044e-01,  3.565132833246969e-04, -5.204725539442733e-17,  1.020648095120809e-02, -1.020648095120809e-02,  8.609131252020696e-02
v2,  6.951017491261641e-01, -2.220446049250313e-16,  2.184504250703044e-01,  3.565132833246969e-04, -5.945244296867714e-17,  1.020648095120810e-02, -1.020648095120808e-02,  8.609131252020695e-02
v3,  6.857761308252615e-01,  1.718070130607431e-17,  2.257679613259312e-01, -5.192457097419841e-04,  1.187383524836605e-16,  1.054837222644271e-02, -1.054837222644291e-02,  8.897515355854946e-02
v4,  1.120045805801767e+01,  7.169848048604876e-16, -8.024791276249449e+00,  9.869034602016895e-01,  1.911959479627967e-15, -3.749357744307489e-01,  3.749357744307489e-01, -3.162570241969907e+00
v5,  6.857761308252615e-01, -3.676225990290050e-17,  2.257679613259314e-01, -5.192457097419839e-04,  2.220446049250313e-16, -4.517493274198987e-02,  4.517493274198996e-02,  8.897515355854953e-02
v6,  6.857761308252618e-01, -7.731844678393609e-17,  2.257679613259315e-01, -5.192457097419841e-04,  1.712852082391691e-16,  9.548250672580101e-01, -9.548250672580102e-01,  8.897515355854954e-02
v7,  6.857761308252618e-01, -7.731844678393609e-17,  2.257679613259315e-01, -5.192457097419841e-04,  1.851629960469836e-16, -4.517493274198989e-02,  4.517493274198980e-02,  8.897515355854954e-02
v8,  6.752610272426147e-01,  1.110223024625157e-16,  2.340188514240430e-01, -1.506708012873028e-03,  1.110223024625157e-16, -1.076202615928401e-01,  1.076202615928407e-01,  9.222682934621529e-02

Sxf[5][24],f[1][2],f[1][6],f[2][1],f[2][5],f[2][7],f[3][2],f[3][5],f[3][8],f[4][2],f[4][11],f[5][3],f[5][5],f[5][9],f[5][14],f[6][3],f[6][4],f[6][5],f[6][12],f[7][3],f[7][4],f[7][5],f[7][10],f[8][5],f[8][13]
X1, -2.337485286557793e-03,  2.710242127626119e+00,  3.365028027941500e+00, -3.915582982544403e-03, -5.662960537604742e+00,  2.287747264241217e-03, -1.351121063470979e-02,  9.852344009953744e-01,  4.973802231657492e-05,  1.401517650738272e-03, -1.137402936531216e-16, -1.309908700276933e-18, -3.255746508021966e-16, -1.607004654541397e-16,  1.904912585104797e-03, -4.260338745233435e-02, -1.698267137673015e-04,  9.127021036550126e-02, -1.904912585104796e-03,  4.260338745233434e-02,  1.698267137673015e-04, -1.398842848351331e-01,  1.742679361725419e-02,  4.669799088438294e-01
X2, -3.343832636798825e-03,  3.877070855632629e+00, -2.091374506953572e-16,  2.433545979872283e-19,  3.519546108944487e-16, -7.479581371429195e-03,  4.417367291764619e-02, -3.221134164319653e+00, -1.436303326805444e-04, -4.047214526382781e-03,  3.033074497416577e-16,  3.493089867405154e-18,  8.681990688058576e-16,  4.285345745443727e-16, -4.828598267659151e-03,  1.079916445811271e-01,  4.304790583626311e-04, -2.313529676405075e-01,  4.828598267659150e-03, -1.079916445811271e-01, -4.304790583626311e-04,  3.545805832294945e-01, -4.417367291764619e-02, -1.183707009185881e+00
X3, -2.493675931241569e-03,  2.891340364948686e+00,  2.091374506953572e-16, -2.433545979872283e-19, -3.519546108944487e-16,  2.543072941194820e-03, -1.501913900411129e-02,  1.095192194115304e+00, -4.939700995325052e-05, -1.391908606710000e-03, -2.217852439738959e+00, -2.554226047283245e-02, -6.348467288127084e+00, -3.133541403204108e+00, -5.599222628917121e-03,  1.252266654947376e-01,  4.991817399684997e-04, -2.682759467392705e-01,  5.599222628917126e-03, -1.252266654947377e-01, -4.991817399685001e-04,  4.111701813527979e-01,  4.056139947694374e-02,  1.086910136559349e+00
X4, -3.341300116133558e-03,  3.874134475996119e+00,  3.017243429302809e-16, -3.510897064711575e-19, -5.077678500925120e-16,  3.450606562640502e-03, -2.037894343228991e-02,  1.486027911803184e+00, -1.093064465069414e-04, -3.080036297862728e-03,  2.080536997878953e-01,  2.396084472123124e-03,  5.955410214002906e-01,  2.939532273174592e-01, -1.071407972218541e-02,  2.396204913383740e-01,  9.551813371843151e-04, -5.133444535791214e-01, -1.973396200657095e-01,  4.413502414281837e+00,  1.759321631548965e-02, -1.449132723379536e+01, -5.655386925071914e-04, -1.515454953303557e-02
X5, -1.735876771875972e-03,  2.012695601790936e+00, -2.788499342604762e-16,  3.244727973163044e-19,  4.692728145259317e-16,  1.878161128944777e-03, -1.109223515015931e-02,  8.088432598180552e-01, -1.422843570688043e-04, -4.009287634852791e-03,  1.516537248708289e-16,  1.746544933702577e-18,  4.340995344029288e-16,  2.142672872721863e-16, -1.193429298695128e-02,  2.669105722060158e-01,  1.063965756202187e-03, -5.718086173611194e-01,  1.193429298695134e-02, -2.669105722060170e-01, -1.063965756202192e-03,  8.763761930843622e-01, -1.091790051037972e-01, -2.925632963286589e+00

Svf[8][24],f[1][2],f[1][6],f[2][1],f[2][5],f[2][7],f[3][2],f[3][5],f[3][8],f[4][2],f[4][11],f[5][3],f[5][5],f[5][9],f[5][14],f[6][3],f[6][4],f[6][5],f[6][12],f[7][3],f[7][4],f[7][5],f[7][10],f[8][5],f[8][13]
v1, -1.786880823443322e-03,  2.071833227183655e+00,  4.902181844299171e-17, -5.704231776820630e-20, -8.249816079365877e-17,  1.753213873463003e-03, -1.035430893189626e-02,  7.550338481165264e-01,  3.366694998031959e-05,  9.486670849841236e-04, -7.109526621944456e-17, -8.187802649197679e-19, -2.035058617280930e-16, -1.004485042732009e-16,  1.131823433939305e-03, -2.531324148981618e-02, -1.009042912802007e-04,  5.422913561493495e-02, -1.131823433939305e-03,  2.531324148981618e-02,  1.009042912802007e-04, -8.311368870899351e-02,  1.035430893189626e-02,  2.774609229531703e-01
v2, -1.786880823443323e-03,  2.071833227183655e+00,  5.576998685209525e-16, -6.489455946326088e-19, -9.385456290518634e-16,  1.753213873463003e-03, -1.035430893189626e-02,  7.550338481165264e-01,  3.366694998031959e-05,  9.486670849841236e-04, -8.121056966832887e-17, -9.352748119977302e-19, -2.324603006727684e-16, -1.147401323342558e-16,  1.131823433939305e-03, -2.531324148981619e-02, -1.009042912802007e-04,  5.422913561493496e-02, -1.131823433939303e-03,  2.531324148981614e-02,  1.009042912802006e-04, -8.311368870899338e-02,  1.035430893189626e-02,  2.774609229531703e-01
v3, -1.762907687813060e-03,  2.044037115486150e+00, -4.315202732680873e-17,  5.021216538469814e-20,  7.261996804788797e-17,  1.811942100147865e-03, -1.070115207027298e-02,  7.803255707398172e-01, -4.903441233480662e-05, -1.381691333511435e-03,  1.621936587493515e-16,  1.867929806594907e-18,  4.642694520439325e-16,  2.291588637376034e-16,  1.169736653884532e-03, -2.616117100192197e-02, -1.042843296095084e-04,  5.604567438269371e-02, -1.169736653884554e-03,  2.616117100192247e-02,  1.042843296095104e-04, -8.589778688720288e-02,  1.070115207027297e-02,  2.867551615090168e-01
v4, -2.879273968568364e-02,  3.338429401659587e+01, -1.800819846702512e-15,  2.095453436888627e-18,  3.030575568028830e-15, -6.440443131496537e-02,  3.803662453919759e-01, -2.773621994870723e+01,  9.319717100064900e-02,  2.626109243446035e+00,  2.611689457490492e-15,  3.007794892126556e-17,  7.475801721766597e-15,  3.689982661029230e-15, -4.157761110333265e-02,  9.298836539947110e-01,  3.706726027843108e-03, -1.992110998462118e+00,  4.157761110333263e-02, -9.298836539947108e-01, -3.706726027843107e-03,  3.053187028014209e+00, -3.803662453919759e-01, -1.019254594399686e+01
v5, -1.762907687813060e-03,  2.044037115486150e+00,  9.233418448200019e-17, -1.074410550113613e-19, -1.553879607098991e-16,  1.811942100147867e-03, -1.070115207027298e-02,  7.803255707398177e-01, -4.903441233480660e-05, -1.381691333511434e-03,  3.033074497416577e-16,  3.493089867405154e-18,  8.681990688058576e-16,  4.285345745443727e-16, -5.009566739843283e-03,  1.120390061227557e-01,  4.466127545578451e-04, -2.400237227475512e-01,  5.009566739843293e-03, -1.120390061227560e-01, -4.466127545578460e-04,  3.678697207506228e-01,  1.070115207027298e-02,  2.867551615090170e-01
v6, -1.762907687813060e-03,  2.044037115486151e+00,  1.941974119128188e-16, -2.259702073878887e-19, -3.268122199980630e-16,  1.811942100147868e-03, -1.070115207027299e-02,  7.803255707398182e-01, -4.903441233480662e-05, -1.381691333511435e-03,  2.339713667307148e-16,  2.694569523716336e-18,  6.697287616768385e-16,  3.305715708035291e-16,  1.058830552471047e-01, -2.368075502572817e+00, -9.439683194317377e-03,  5.073182256294236e+00, -1.058830552471047e-01,  2.368075502572817e+00,  9.439683194317379e-03, -7.775357029616823e+00,  1.070115207027298e-02,  2.867551615090171e-01
v7, -1.762907687813060e-03,  2.044037115486151e+00,  1.941974119128188e-16, -2.259702073878887e-19, -3.268122199980630e-16,  1.811942100147868e-03, -1.070115207027299e-02,  7.803255707398182e-01, -4.903441233480662e-05, -1.381691333511435e-03,  2.529280823395684e-16,  2.912887640429158e-18,  7.239912034772046e-16,  3.573549817125524e-16, -5.009566739843285e-03,  1.120390061227558e-01,  4.466127545578453e-04, -2.400237227475513e-01,  5.009566739843275e-03, -1.120390061227556e-01, -4.466127545578445e-04,  3.678697207506215e-01,  1.070115207027298e-02,  2.867551615090171e-01
v8, -1.735876771875972e-03,  2.012695601790936e+00, -2.788499342604762e-16,  3.244727973163044e-19,  4.692728145259317e-16,  1.878161128944777e-03, -1.109223515015931e-02,  8.088432598180552e-01, -1.422843570688043e-04, -4.009287634852791e-03,  1.516537248708289e-16,  1.746544933702577e-18,  4.340995344029288e-16,  2.142672872721863e-16, -1.193429298695128e-02,  2.669105722060158e-01,  1.063965756202187e-03, -5.718086173611194e-01,  1.193429298695134e-02, -2.669105722060170e-01, -1.063965756202192e-03,  8.763761930843622e-01,  1.109223515015930e-02,  2.972348828511496e-01

